"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Ethiopia","ETH","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","6","7","16","16","26","49","21","13","28","57","57","55","55","41","27","30","32","35","37","40","44","46","50","54","58","61","65","62","59","61","63","66","68","67","68","71","65","65","72","",
"European Union","EUU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44.7244881962545","61.4994077330495","63.2153991121114","63.7851575428017","74.6049669019033","76.6511939025612","80.5265296898945","77.216554687398","77.2731218371791","79.4575517991802","88.5477074443988","90.9372276057533","91.2613075829472","86.304386267449","90.7685296403663","91.8076648483664","93.0942253124598","93.8131880584836","93.9814661208721","95.7039124466121","93.8732151305271","95.3397677631926","95.5995469707956","96.7663765023354","96.3652607608057","96.3297480551028","96.9702504056223","96.9188434586432","96.9360901443892","96.5881894618128","96.9220015128562","96.6091528674104","96.8825141513784","96.5193869279765","96.1252616631794","95.3341616187527","94.7096131142824","94.1155619186207","94.1631169949851","94.3276806591773","93.8146038965153","93.5038923936134","93.4665353576269","93.0714140537774","",
"Fragile and conflict affected situations","FCS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4.97440764963513","10.7909127813616","11.3899443990085","12.3590802279427","17.2763954069072","23.2727677288442","28.5613741367483","33.4263985003193","38.5139881222253","48.044283441414","57.0885071808552","43.5097383008029","44.8363395251933","44.1201158052099","49.5392136515687","49.0159630723791","47.26167415867","45.6859731742088","46.2476870664381","45.9352899050073","48.4985921766935","47.4497639272324","48.5349675147198","51.228153601467","55.4501405131981","58.0089270259587","59.6121868649097","61.5537076912057","65.0360505086554","69.2334851924779","66.8416000414104","66.6354033929677","64.7544742088077","64.0668751481254","64.2156489447652","63.787678834366","66.9519416909255","68.2888045384392","69.6287251670382","71.5879525692079","68.7793705558169","65.3518893853047","66.2533200048532","66.3621566433769","",
"Finland","FIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","92","92","94","94","95","96","97","98","99","90","90","95","99","99","99","99","99","99","99","99","99","98","98","98","98","97","97","99","99","99","99","99","99","98","98","97","92","89","91","91","90","89","91","91","",
"Fiji","FJI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","68","70","64","80","77","69","71","90","98","98","97","99","97","96","96","97","97","86","87","89","90","91","93","94","95","96","98","99","99","99","99","99","99","99","99","99","95","91","94","97","99","99","99","99","",
"France","FRA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","79","79","85","90","94","95","96","88","79","95","94","94","94","94","96","96","97","97","96","97","97","97","97","97","98","98","99","99","99","98","99","99","99","99","98","97","96","96","96","96","96","96","96","96","",
"Faroe Islands","FRO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","85","95","85","79","91","78","81","83","79","75","80","76","85","75","84","92","78","94","67","79","85","91","85","84","81","81","77","72","69","73","75","78","83","72","69","79","",
"Gabon","GAB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","14","31","48","59","65","72","78","78","72","66","67","69","70","62","54","50","45","45","45","45","45","45","45","45","81","82","76","67","75","82","79","70","80","75","75","70","70","63","75","60","70","",
"United Kingdom","GBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","46","53","59","65","65","67","73","75","78","84","88","92","93","93","94","94","92","91","92","91","91","91","91","92","91","92","92","92","93","94","95","95","95","95","95","94","94","94","93","93","93","92","92","",
"Georgia","GEO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","54","58","79","80","80","80","84","80","87","84","75","78","82","88","98","92","88","92","94","92","93","91","94","92","91","93","94","88","85","85","88","",
"Ghana","GHA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7","22","23","23","19","22","35","42","47","51","58","60","62","66","70","70","71","71","76","79","88","79","78","80","80","84","84","94","93","94","94","91","92","90","98","88","93","99","97","97","94","98","99","95","",
"Gibraltar","GIB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","15","15","15","15","15","16","17","17","36","52","53","53","54","48","47","56","43","46","50","53","57","60","59","57","63","60","57","64","63","57","50","44","47","47","47","47","47","47","47","47","47","",
"Gambia, The","GMB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","63","76","80","62","70","78","73","85","82","87","92","85","85","90","93","96","96","96","85","74","80","87","87","87","87","95","95","95","96","98","97","96","98","97","96","97","95","92","93","88","85","82","79","84","",
"Guinea-Bissau","GNB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","9","18","18","47","55","66","54","61","63","67","63","74","45","53","63","54","45","49","53","57","60","64","68","71","74","77","80","83","86","87","87","86","86","85","79","82","78","74","67","74","74","",
"Equatorial Guinea","GNQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","10","19","48","77","77","76","76","77","79","80","81","81","33","35","37","39","41","43","44","46","48","50","52","54","54","54","53","53","40","53","56","59","62","64","67","70","74","",
"Greece","GRC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","72","95","83","72","60","54","80","82","83","54","54","85","89","89","90","90","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Grenada","GRD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","43","56","68","76","61","98","80","65","87","80","85","90","89","91","95","80","95","97","88","97","96","98","97","83","99","91","96","99","99","97","95","97","97","97","92","96","96","95","94","72","77","77","86","",
"Greenland","GRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","42","45","44","48","21","37","16","47","50","66","63","66","75","71","77","66","73","78","77","81","77","82","84","87","87","89","85","95","92","94","88","96","96","74","70","83","91","85","88","90","80","81","83","",
"Guam","GUM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","35","45","53","58","70","75","64","67","64","77","83","81","79","93","90","86","83","88","90","83","88","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","97","97","95","99","99","98","98","98","",
"High income","HIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56.5581083907933","69.569616571666","71.6230184291723","73.3362365325174","78.9337452099649","79.9146850266485","82.608103629403","83.6914759834899","84.2432295243374","86.5134410618118","88.4830018702577","88.7120261232877","86.0797352353551","86.9383117224619","90.9550055970195","90.3461766002884","92.838442848329","90.4715500202883","91.1043952400104","93.2229346213841","93.1238422388334","94.6533515547557","94.8282089157112","95.8107612823251","95.6525609939257","95.8879365741768","96.2752991985752","96.020616793271","96.124970239355","95.7255108459038","95.7252558334338","96.0655846550247","95.635500398924","95.4693422508256","95.6779505539033","95.4568012692499","95.49429870863","94.9953443678626","94.9294156457488","94.9303143790743","94.1289684068598","94.7217462941191","94.6508432863713","94.325599601441","",
"Hong Kong SAR, China","HKG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","28","34","46","52","41","58","62","58","74","85","84","94","93","94","94","94","94","95","97","95","94","96","95","92","94","98","95","94","93","97","97","97","98","99","99","98","95","90","91","88","80","77","78","73","",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7.61239414452904","14.9334360573473","16.0566456818368","18.4823830841801","20.5084380374006","25.2971356676482","30.5628820727318","37.2985717299904","40.8629877780542","46.2704563248037","51.6677856618126","44.919004045936","44.8457445509764","47.7957048207635","50.3371605644381","52.0820923197594","51.7903884499964","50.9945558526103","48.7122228393388","49.1919795790399","53.2075479761537","54.3643018319993","56.7558530594439","60.8919048404673","64.4976197899967","68.0012742309289","69.3416654657306","71.3865770668277","72.4419838893033","74.3202853840749","74.5924188470253","76.1358403548777","76.4902675211871","75.1665764215143","76.6813697864132","76.7417174499345","77.7856455388612","78.0758058488196","77.7749452880836","77.960438514289","75.7346927523763","73.0181860495048","72.7461887612587","73.4000323577986","",
"Croatia","HRV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","85","87","90","91","92","93","93","93","94","95","94","96","96","96","96","96","96","97","96","96","96","95","94","93","92","93","94","94","92","92","93","",
"Haiti","HTI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","3","14","13","9","14","19","24","28","48","50","41","36","38","39","41","42","42","42","41","39","43","46","50","53","57","60","62","64","64","65","67","68","66","65","63","64","64","64","64","51","51","51","51","51","",
"Hungary","HUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"IBRD only","IBD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13.8134523487545","15.1177942357854","17.8800772911929","37.3101121511538","44.3195667973466","49.8324926353921","52.3075625808692","56.9900544703792","68.7818791677776","72.7183789028999","80.6290106297658","76.8197348534638","75.2055269617431","75.7814788888517","77.4356631325278","77.5998654381223","76.9948404306014","76.4437835659227","76.5694356320335","76.3541564456679","76.4367877050735","77.0123128829187","76.1529556477212","77.3953613404711","78.9079794441623","79.9235729964465","81.268095401849","81.0775682127829","84.4011907047268","86.6744209899892","88.2257171339131","89.2917702729141","89.6672589950497","89.3657514943501","89.7688766984465","90.2138779931206","90.7838258807097","90.7512073158788","91.1453248087093","90.7282214002893","87.0794061024994","85.359196861841","90.6974825547142","89.4249906816218","",
"IDA & IBRD total","IBT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","11.6291838828083","13.699326331641","16.0739939880767","31.2535304113184","37.7387741939909","42.9765205993855","46.2563518017543","51.0381823046291","61.0313449445916","66.4062711325847","74.6995067927271","70.0823402309159","68.6528988343039","68.4226612872253","70.7551031947295","71.2089807378203","70.142015934241","69.5713231581398","69.7821760576407","69.6147997959859","70.3710971073735","70.7958616184204","70.4595263878894","72.1852795506006","74.4698766698049","75.3706612890411","76.6136404516058","76.6535011200169","79.5237289924941","81.8030942428559","82.2754172869277","83.3760539328848","83.1788375174622","82.7378146128326","83.5936967903568","83.796639421577","85.0162555715533","85.0363397300752","85.8203469748016","86.0495738496591","82.7195442808691","80.8245002761912","83.9802947894484","83.2804188416473","",
"IDA total","IDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.30390463758375","9.6002296637931","10.8797943188105","13.7771237993433","19.0634619007134","23.9138967452665","29.4000457681231","34.395101437485","39.2917419893135","48.973621098858","58.6228834800015","51.959058913055","51.5351451483975","50.4168940518937","55.0388104102044","56.6264477372334","54.9493369286601","54.7621450950672","55.5468599803678","55.8303698477802","58.2741131649833","58.6017652851188","59.4902671769595","62.3786123040941","66.2672430977497","67.0720804646243","68.245355454524","68.8298016678927","71.0124606597038","73.3807155869041","72.0688640768626","73.4291941050632","72.398489316609","71.7066400783963","73.3929995695395","73.4109519005849","75.8702738477318","76.1122447604336","77.6467699814604","79.1835088581837","76.6350389932772","74.8410387485771","75.6311140235384","75.9602769198029","",
"IDA blend","IDB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1.93403544568919","4.14942751784975","5.78607107544278","10.7651083799745","23.2781360943757","30.4752933250836","35.6576195373669","40.2871282581966","44.5107753659881","49.9304482818729","59.159284164902","50.9355251177082","51.0394615410869","41.4268624839115","49.0170892806109","54.7172603440235","46.5258325258359","46.0766501119743","51.5531837807691","52.4107710503019","52.3642299197624","51.8972044238809","52.2123326448779","54.0784157502023","56.247870794945","56.14873630436","56.6006833292968","55.6800964929975","60.4767908698348","63.899832926451","61.0553520476132","63.4229090444399","61.1876412700577","61.1544326039044","62.838446145078","62.9796661327656","68.4461053143565","68.2856418850564","73.0908649579279","76.7003360199645","73.5865064980055","75.2326081629758","76.1824067789914","76.6328283619781","",
"Indonesia","IDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","1","1","6","13","27","47","50","54","57","60","62","64","66","68","69","72","73","74","75","75","76","70","71","71","72","72","73","77","78","81","81","87","92","88","84","84","85","85","85","77","67","91","83","",
"IDA only","IDX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.82031660469952","12.0730009495371","13.2241389970583","15.182227345832","17.0787589541708","20.8075090330225","26.4320470999619","31.590328786471","36.7949513855219","48.5131174147889","58.3627838289111","52.4581403785056","51.7890131113732","55.005469446767","58.0951795707617","57.5900512344773","59.1787698373955","59.111065064","57.5430377480185","57.5359605827447","61.2330710643832","61.9797455014426","63.1728293118577","66.5793111828374","71.353165840622","72.621186127234","74.1684543705874","75.5883732072927","76.5065199080793","78.4036994478642","77.9863801507887","78.7889361022042","78.4262196796937","77.3608967594299","79.0062644562164","78.9162681019702","79.7493600877169","80.1404316431604","79.9555827729918","80.4251363647869","78.1382163634781","74.6502879170316","75.3637599921954","75.6346756988767","",
"Isle of Man","IMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6","6","12","14","16","18","20","30","40","50","70","57","56","61","67","71","66","62","61","59","58","59","59","61","63","65","65","64","70","74","79","82","82","83","85","87","88","89","90","91","85","85","93","91","",
"Not classified","INX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34","36","43","42","45","45","44","44","43","65","65","67","68","70","71","73","74","76","84","86","86","84","83","86","89","90","91","92","93","94","94","95","95","96","96","95","95","95","94","94","94","94","93","89","",
"Iran, Islamic Rep.","IRN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","29","41","33","33","51","57","57","88","82","91","88","97","99","95","98","99","99","99","99","99","96","99","99","99","95","98","99","99","99","99","99","99","98","99","98","99","99","99","99","99","98","99","99","",
"Iraq","IRQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","14","13","18","16","67","86","91","94","87","87","83","78","74","70","72","74","76","78","76","81","80","78","77","75","74","65","59","57","69","78","74","81","72","73","73","68","71","81","86","84","74","78","93","91","",
"Iceland","ISL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","98","94","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","92","95","97","99","95","97","97","98","96","96","95","89","91","90","92","91","89","91","92","93","92","92","92","",
"Israel","ISR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","91","92","89","87","85","92","92","92","92","93","94","95","96","95","96","94","95","92","91","93","92","90","93","95","93","95","95","94","96","95","94","94","96","95","95","94","98","98","98","98","98","98","98","",
"Italy","ITA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","95","95","95","95","95","96","95","95","95","87","93","93","96","94","95","96","97","96","96","96","96","97","96","95","93","94","95","95","96","94","94","95","95","",
"Jamaica","JAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","24","39","34","51","58","60","74","81","82","85","86","85","84","91","93","90","92","90","86","89","93","99","99","96","98","99","95","92","91","90","94","92","96","93","92","91","99","93","97","96","96","90","98","98","",
"Jordan","JOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","30","81","75","76","81","85","88","90","93","94","92","92","92","91","94","95","96","99","99","85","91","99","95","97","95","95","98","98","97","98","98","98","98","98","98","99","98","99","96","89","77","85","92","96","",
"Japan","JPN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","75","81","80","82","83","84","85","86","87","90","92","87","85","80","74","99","70","75","80","85","95","96","97","99","98","98","98","98","97","97","97","97","96","96","96","99","99","98","98","96","99","99","98","",
"Kazakhstan","KAZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","76","76","93","95","97","99","98","97","95","95","99","82","98","99","93","99","98","99","99","99","98","95","98","82","99","98","97","88","95","99","99","",
"Kenya","KEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","58","70","72","77","82","83","84","86","87","89","92","94","87","79","81","82","82","80","84","73","73","76","80","81","88","88","90","96","94","87","92","89","88","81","91","93","93","95","94","93","",
"Kyrgyz Republic","KGZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","64","82","93","98","98","97","99","99","99","98","98","99","98","92","94","95","95","96","96","96","97","96","97","96","92","94","95","87","89","90","86","",
"Cambodia","KHM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","17","23","37","37","45","47","38","38","32","35","37","39","43","46","47","53","59","60","54","69","85","82","80","82","91","94","90","91","90","86","90","91","91","90","89","88","87","87","85","85","",
"Kiribati","KIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","29","53","40","18","37","37","36","63","79","97","70","86","99","71","60","79","91","88","78","90","85","77","70","62","79","86","94","82","86","91","99","94","95","75","78","81","90","95","97","92","90","91","90","",
"St. Kitts and Nevis","KNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","67","92","90","97","92","99","96","94","99","99","99","99","99","99","99","99","99","98","99","99","99","97","99","96","99","99","99","99","98","96","98","98","97","98","94","98","98","98","97","99","96","96","96","",
"Korea, Rep.","KOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","61","61","69","76","76","76","57","58","89","74","79","84","88","93","99","90","80","74","86","97","97","97","97","88","96","98","91","94","94","94","99","99","99","99","98","98","97","98","98","98","98","98","98","",
"Kuwait","KWT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","79","83","89","89","90","91","92","94","94","71","80","88","97","99","99","99","96","95","94","98","99","99","99","98","99","99","99","99","99","98","99","98","99","95","99","99","99","91","92","93","94","96","99","",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.7061874175071","39.8360064524339","44.7728305294459","47.7524663405931","55.993238267811","54.4980450937862","54.9536183324359","57.7526235103835","61.4714209914641","63.1269220681655","67.1906144972345","77.8547758425191","77.3394925250695","78.7891903709629","80.5454489149446","83.6056253507447","82.6515686424029","83.7292553202873","88.0064112289611","89.081466240825","91.3151454439605","90.7904921567267","92.5705475969672","93.8468899488039","93.6063061012939","94.0077446703151","94.8255387354988","94.7418862395135","94.6385915599066","94.371922074891","94.219390912361","93.7826516657936","94.1032199769492","90.4945812651624","89.1850077551752","89.956849812334","89.8172774070133","85.6094758231589","87.288770628458","80.0452296847734","76.5862343775529","75.6382093175787","80.0111053629617","83.7107764184952","",
"Lao PDR","LAO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","7","7","7","5","4","5","10","17","21","18","22","23","25","48","54","58","60","54","55","51","52","53","49","45","49","57","50","61","67","74","76","77","83","83","83","83","84","85","80","79","75","80","84","",
"Lebanon","LBN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","17","30","46","63","79","82","86","90","91","92","93","93","92","89","86","83","80","77","74","76","78","81","83","85","85","84","84","83","83","83","82","80","79","77","76","71","67","67","55","",
"Liberia","LBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","46","42","39","35","31","60","60","65","75","81","70","77","80","80","63","65","73","80","80","70","65","66","78","82","",
"Libya","LBY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","67","72","79","81","81","82","82","84","87","84","87","90","96","95","95","96","96","95","94","94","94","93","95","97","98","98","98","98","98","98","98","98","96","94","97","97","96","73","73","73","73","73","73","",
"St. Lucia","LCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","64","79","81","83","87","78","85","78","92","89","96","96","97","93","98","88","98","88","89","70","99","74","90","91","95","85","99","96","95","97","99","98","99","99","99","95","80","95","92","86","80","81","74","",
"Latin America & Caribbean","LCN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","37.2467527856962","42.304057682642","46.7198577329088","49.4839439424208","56.087301262782","55.593452129026","56.2006081553427","58.9012217316517","62.3268730785709","63.8753731762829","68.033916999329","77.7254990794327","77.2698282172503","78.6234900417056","80.1171211349941","83.1619301891062","81.6892701695029","82.8266952259479","85.676377394601","88.5825915994487","90.6123213065567","89.9279475407255","91.2981713244622","92.5312075145898","93.1931542319313","93.5603741406381","93.4557215169572","92.8776481147752","92.096915615735","93.7285409698825","93.2767509439943","92.8779975240115","93.2287720274118","89.9946931122984","88.6860043023542","89.8564771630599","89.6466435195365","84.7612464707882","86.1070132826214","79.7990404138596","76.0239185521722","75.3919880808833","78.8106012847968","82.5878622975644","",
"Least developed countries: UN classification","LDC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.28898929983756","10.4960764617451","11.2608094371656","13.2513031593797","15.0005587824814","18.5055295850367","22.6763360220931","29.1204480880494","34.0645147876023","45.4471905462993","55.8991646701147","49.7651900712491","48.0930462566379","51.9504106819341","54.968651658895","54.1863312483856","56.0415244892635","56.1515393300586","54.5950015359105","53.7373904753875","57.6458319469215","59.0013377157577","60.5094161641683","64.2699987666366","69.4286356630845","70.3574187082355","71.9900556766182","73.3430971950937","74.4646191197472","76.1951041791229","75.8080391469626","77.4429123677858","76.7537658482963","75.9046855214871","77.4451985593832","77.5976825204078","78.0737935322633","78.3054061845005","78.4396293817142","78.7737101594543","76.6162360869052","72.6196729512981","73.2385399306666","73.8983960305947","",
"Low income","LIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.11059917606601","13.4478052857195","14.3867286169885","15.9330249794168","17.80084748531","20.7161580069596","26.28929024277","32.5826932989659","37.282892732297","45.7192012844331","52.8865657202477","42.6629686651513","41.1072195383848","44.5642777545192","45.4905996215219","47.3626754195004","47.068461410446","45.9266905819026","43.8689051459254","44.4630993843636","48.623299279264","49.4913174903766","51.5546474772055","55.4498913881571","59.8541635303803","64.3552736255575","65.9399199263829","68.3814979176603","69.4623870795375","71.4762473632687","71.4822387347904","73.4652332875719","72.4888795463235","71.4832069483797","72.6291662475255","72.5296016458949","73.5424458732848","74.4478953904407","74.4681153937939","75.4216837890539","73.2220057706552","69.0168631026855","67.5991567858129","68.2214907750864","",
"Liechtenstein","LIE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","45","57","64","66","70","75","77","83","87","86","86","88","90","88","93","92","97","94","99","99","98","98","99","97","99","98","98","98","97","99","99","99","99","99","99","99","99","99","99","96","96","98","99","",
